year,name,rank,citizenship,countrycode,networthusbillion,selfmade,typeofwealth,gender,age,industry,IndustryAggregates,region,north,politicalconnection,founder,generationofinheritance,sector,company,companytype,relationshiptocompany,foundingdate,gdpcurrentus,sourceofwealth,notes,notes2,source,source_2,source_3,source_4
2014,Fawzi Al-Kharafi,1284,Kuwait,KWT,1.3,inherited,inherited,male,,Diversified financial,Financial,Middle East/North Africa,0,,0,inherited from father,diversified investments,Kharafi Group,new,relation,1956,,diversified,inherited from father,,http://www.forbes.com/profile/jassim-al-kharafi/,http://en.wikipedia.org/wiki/M._A._Kharafi_%26_Sons,,
2014,"Frank Fertitta, III.",1284,United States,USA,1.3,self-made,self-made finance,male,52,Real Estate,Financial,North America,1,,0,0,entertainment,Station Casinos,new,ceo,1976,,"casinos, Ultimate Fighting Championship",,,http://en.wikipedia.org/wiki/Frank_Fertitta_III,http://www.forbes.com/profile/frank-fertitta-iii/,http://www.reviewjournal.com/business/fertittas-will-cash-take-stake,
2014,Frank Stronach,1284,Canada,CAN,1.3,self-made,founder non-finance,male,81,Consumer,Traded Sectors,North America,1,,1,0,automotive parts,Manga International,new,founder,1956,,auto parts,,,http://en.wikipedia.org/wiki/Frank_Stronach,http://www.forbes.com/profile/frank-stronach/,,
2014,George Joseph,1284,United States,USA,1.3,self-made,self-made finance,male,92,Money Management,Financial,North America,1,,1,0,insurance,Mercury General,new,founder,1961,,insurance,,,http://www.forbes.com/profile/george-joseph/,http://www.forbes.com/sites/lauriebennett/2012/02/10/billionaire-george-joseph-pushes-california-ballot-prop-again/#561c643b361d,,
2014,Gernot Langes-Swarovski,1284,Austria,AUT,1.3,inherited,inherited,male,70,Consumer,Traded Sectors,Europe,1,,0,Fourth generation,luxury goods,Swarovski,new,relation,1895,,cut crystal,4th generation,,http://de.wikipedia.org/wiki/Gernot_Langes-Swarovski,http://de.wikipedia.org/wiki/Swarovski_KG,http://www.swarovskigroup.com/S/aboutus/Timeline.en.html#1894,
2014,"Henry Nicholas, III.",1284,United States,USA,1.3,self-made,founder non-finance,male,54,Technology-Computer,New Sectors,North America,1,,1,0,semiconductors,Broadcom Corporation,new,founder,1991,,semiconductors,,,http://en.wikipedia.org/wiki/Henry_Nicholas,http://www.forbes.com/profile/henry-nicholas-iii/,"Chip Maker Avago Buys Broadcom for $37 Billion The New York Times May 29, 2015 Friday",
2014,Jacques Saade,1284,France,FRA,1.3,self-made,founder non-finance,male,77,Other,Traded Sectors,Europe,1,,1,0,shipping,CMA CGM,new,founder,1978,,shipping,,,http://en.wikipedia.org/wiki/Jacques_Saad%C3%A9,http://www.lemonde.fr/economie/article/2013/06/01/cma-cgm-la-revanche-du-patriarche-des-mers_3422204_3234.html,,
2014,James Leininger,1284,United States,USA,1.3,self-made,founder non-finance,male,68,Technology-Medical,New Sectors,North America,1,,1,0,medical devices,Kinetic Concepts (KCI),new,founder,1976,,medical products,,,http://www.forbes.com/profile/james-leininger-1/,"Investing himself in education options;Reformer or radical? Exec quietly pours millions into school choice movement The Dallas Morning News August 29, 2002, Thursday",,
2014,Jassim Al-Kharafi,1284,Kuwait,KWT,1.3,inherited,inherited,male,,Diversified financial,Financial,Middle East/North Africa,0,,0,inherited from father,diversified investments,Kharafi Group,new,relation,1956,,diversfied,inherited from father,,http://www.forbes.com/profile/jassim-al-kharafi/,http://en.wikipedia.org/wiki/M._A._Kharafi_%26_Sons,,
2014,Jiang Zhaobai,1284,China,CHN,1.3,self-made,self-made finance,male,50,Real Estate,Financial,East Asia,0,,0,0,real estate,Shanghai Pengxin Group,new,chairman,1997,,real estate,,,http://www.forbes.com/profile/jiang-zhaobai/,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=41268057,,
2014,Jorge Moll Filho,1284,Brazil,BRA,1.3,self-made,self-made finance,male,69,Real Estate,Financial,Latin America,0,,1,0,hospitals,Rede D'Or,new,founder,1977,,hospitals,,,http://www.forbes.com/profile/jorge-moll-filho/,,,
2014,Jose Isaac Peres,1284,Brazil,BRA,1.3,self-made,self-made finance,male,73,Real Estate,Financial,Latin America,0,,1,0,shopping centers,Multiplan,new,founder,1975,,shopping malls,,,http://pt.wikipedia.org/wiki/Multiplan,http://pt.wikipedia.org/wiki/Jos%C3%A9_Isaac_Peres,http://www.bloomberg.com/research/stocks/people/person.asp?personId=43607624&privcapId=35879810,
2014,Kenny Troutt,1284,United States,USA,1.3,self-made,founder non-finance,male,66,Media,Non-Traded Sectors,North America,1,,1,0,telecomm,Excel Communications,new,founder,1988,,telecommunications,,,http://www.forbes.com/profile/kenny-troutt/,http://www.bloomberg.com/bw/stories/1998-04-19/kenny-troutt-is-rich-dot-now-he-wants-some-respect,,
2014,Koos Bekker,1284,South Africa,ZAF,1.3,self-made,founder non-finance,male,61,Media,Non-Traded Sectors,Sub-Saharan Africa,0,,1,0,media,Naspers,new,founder,1985,,"media, investments",,,http://en.wikipedia.org/wiki/Koos_Bekker,http://mnetcorporate.co.za/history/,http://www.bloomberg.com/news/articles/2015-05-20/one-guy-made-67-billion-on-china-s-web-now-he-needs-a-second-act,
2014,Lee Boo-Jin,1284,South Korea,KOR,1.3,inherited,inherited,female,43,Technology-Computer,New Sectors,East Asia,1,,0,Third generation,electronics,Samsung,new,relation,1938,,Samsung,3rd generation,president,http://www.forbes.com/profile/lee-boo-jin/,,,
2014,Lee Man Tat,1284,Hong Kong,HKG,1.3,inherited,inherited,male,85,Consumer,Traded Sectors,East Asia,0,,0,Third generation,food,Lee Kum Kee,new,relation,1888,,food,,3rd generation,http://en.wikipedia.org/wiki/Lee_Kum_Kee,http://us.lkk.com/en/AboutLKK/MileStonePage,,
2014,Lev Leviev,1284,Israel,ISR,1.3,self-made,privatized and resources,male,58,Mining and metals,Resource Related,Middle East/North Africa,0,,0,0,diamonds,Africa-Israel,aquired,owner,1934,,diamonds,,,http://en.wikipedia.org/wiki/Lev_Leviev,http://www.marketwatch.com/story/how-an-israeli-king-of-diamonds-overplayed-hand-2009-09-22?pagenumber=1,,
2014,Lilian Werninghaus,1284,Brazil,BRA,1.3,inherited,inherited,female,79,Non-consumer industrial,Traded Sectors,Latin America,0,,0,spouse or widow,electronics,WEG,new,relation,1961,,industrial machinery,widow,,http://www.weg.net/us/About-WEG/History/The-Founders/Eggon-Joao-da-Silva,www.forbes.com/profile/lilian-werninghaus,,
2014,Lily Safra,1284,Monaco,MCO,1.3,inherited,inherited,female,76,Money Management,Financial,Europe,1,,0,spouse or widow,banking,Banco Safra (now Saftra Group),new,relation,1955,,banking,widow,,http://en.wikipedia.org/wiki/Joseph_Safra,www.forbes.com/profile/lily-safra/,,
2014,Lorenzo Fertitta,1284,United States,USA,1.3,self-made,self-made finance,male,45,Real Estate,Financial,North America,1,,1,0,entertainment,Station Casinos,new,founder,1976,,"casinos, Ultimate Fighting Championship",,,http://en.wikipedia.org/wiki/Lorenzo_Fertitta,http://www.forbes.com/profile/lorenzo-fertitta/,http://www.forbes.com/profile/frank-fertitta-iii/,
2014,Low Tuck Kwong,1284,Indonesia,IDN,1.3,self-made,privatized and resources,male,65,Mining and metals,Resource Related,East Asia,0,,1,0,coal,Bayan Resources,new,founder,1973,,coal,,,www.forbes.com/profile/low-tuck-kwong/,http://www.bayan.com.sg/index.php/company-history,,
2014,Michael Price,1284,United States,USA,1.3,self-made,self-made finance,male,61,Diversified financial,Financial,North America,1,,1,0,hedge funds,MFP Investors,new,founder,2001,,investments,,,http://www.forbes.com/profile/michael-price/,http://en.wikipedia.org/wiki/Michael_F._Price,http://www.nasdaq.com/article/hold-the-sizzle-michael-prices-low-pe-stocks-in-review-cm314682,
2014,Mohannad Al-Kharafi,1284,Kuwait,KWT,1.3,inherited,inherited,male,,Diversified financial,Financial,Middle East/North Africa,0,,0,inherited from father,diversified investments,Kharafi Group,new,relation,1956,,diversified,inherited from father,,http://www.forbes.com/profile/jassim-al-kharafi/,http://en.wikipedia.org/wiki/M._A._Kharafi_%26_Sons,,
2014,Mubariz Gurbanoglu,1284,Turkey,TUR,1.3,self-made,founder non-finance,male,45,Other,Traded Sectors,Middle East/North Africa,0,,1,0,shipping,Palmali Group,new,founder,1998,,shipping,,,http://www.forbes.com/profile/mubariz-gurbanoglu/,http://palmali.com.tr/en/history.asp,,
2014,Mustafa Latif Topbas,1284,Turkey,TUR,1.3,self-made,executive,male,69,Consumer,Traded Sectors,Middle East/North Africa,0,,0,0,retail,BIM,new,owner,1995,,"food manufacturing, retail",,,http://www.forbes.com/profile/mustafa-latif-topbas/,http://www.bim.com.tr/english/Categories/108/about_us.aspx,"Turkey Prospers By Turning East The New York Times July 6, 2010 Tuesday",
2014,Ni Zhaoxing,1284,China,CHN,1.3,self-made,self-made finance,male,58,Real Estate,Financial,East Asia,0,,0,0,real estate,Zhongrong Group,new,president,1992,,real estate,,,http://www.forbes.com/profile/ni-zhaoxing/,http://en.china-zrg.com/cn/page/8.html,,
2014,Nicholas Woodman,1284,United States,USA,1.3,self-made,founder non-finance,male,38,Technology-Computer,New Sectors,North America,1,,1,0,cameras,GoPro,new,founder,2002,,video cameras,,,http://en.wikipedia.org/wiki/Nick_Woodman,http://en.wikipedia.org/wiki/GoPro,http://www.forbes.com/profile/nicholas-woodman/,
2014,Perenna Kei,1284,Hong Kong,HKG,1.3,inherited,inherited,female,24,Real Estate,Financial,East Asia,0,,0,inherited from father,real estate,Logan Property Holdings,new,relation,1996,,real estate,inherited from father,,http://en.wikipedia.org/wiki/Perenna_Kei,http://www.loganestate.com/en/about.aspx?ftid=294,,
2014,Peter Sperling,1284,United States,USA,1.3,inherited,inherited,male,54,Other,0,North America,1,,0,inherited from father,education,Apollo Group,new,relation,1973,,education,inherited from father,,http://en.wikipedia.org/wiki/Apollo_Group,http://www.apollo.edu/about/our-history.html,,
2014,Petro Poroshenko,1284,Ukraine,UKR,1.3,self-made,privatized and resources,male,48,Consumer,Traded Sectors,Europe,0,1,1,0,confectionary,Roshen Gropu,privatization,founder,1993,,confectionery,current president of Ukraine,,http://en.wikipedia.org/wiki/Petro_Poroshenko,"Country's salvation may rest in chocolate baron; If looming election goes smoothly, Petro Poroshenko could be state's next hope The Toronto Star May 7, 2014 Wednesday",,
2014,Reinold Geiger,1284,Austria,AUT,1.3,self-made,executive,male,66,Consumer,Traded Sectors,Europe,1,,0,0,cosmetics,L'Occitane,aquired,owner,1976,,beauty products,,,http://en.wikipedia.org/wiki/L'Occitane_en_Provence,"http://usa.loccitane.com/timeline,82,1,34665,342382.htm",http://www.forbes.com/profile/reinold-geiger/,
2014,Rufino Vigil Gonzalez,1284,Mexico,MEX,1.3,self-made,privatized and resources,male,65,Non-consumer industrial,Resource Related,Latin America,0,,1,0,steel,Industrias CH,new,founder,1991,,steel,,,http://www.forbes.com/profile/rufino-vigil-gonzalez/,"Bilingual man, 26, runs steel company; Dad's Mexican firm bought Ohio plants Times-Picayune (New Orleans) March 24, 2007 Saturday",,
2014,Samih Sawiris,1284,Egypt,EGY,1.3,inherited,inherited,male,57,Real Estate,Financial,Middle East/North Africa,0,,0,inherited from father,construction,Orascom,new,relation,1950,,"real estate, hotels",inherited from father,,http://en.wikipedia.org/wiki/Sawiris_Family,,,
2014,Shaul Shani,1284,Israel,ISR,1.3,self-made,founder non-finance,male,59,Technology-Computer,New Sectors,Middle East/North Africa,0,,0,0,technology,ECI Telecom,aquired,owner,1961,,technology,,,http://www.forbes.com/profile/shaul-shani/,http://en.wikipedia.org/wiki/ECI_Telecom,http://www.haaretz.com/israel-news/business/.premium-1.623731,
2014,Sidney Kimmel,1284,United States,USA,1.3,self-made,founder non-finance,male,86,"Retail, Restaurant",Non-Traded Sectors,North America,1,,1,0,apparel,Jones Apparel Group,new,founder,1970,,retail,,,http://en.wikipedia.org/wiki/Sidney_Kimmel,http://www.nytimes.com/2007/12/12/movies/12kimm.html,,
2014,Stephen Saad,1284,South Africa,ZAF,1.3,self-made,founder non-finance,male,49,Technology-Medical,New Sectors,Sub-Saharan Africa,0,,1,0,pharmaceuticals,Aspen Pharmacare,new,founder,1997,,pharmaceuticals,,,http://en.wikipedia.org/wiki/Stephen_Saad,http://venturesafrica.com/it-can-be-done-in-south-africa-stephen-saad/,,
2014,Sun Pingfan,1284,China,CHN,1.3,self-made,executive,male,44,Consumer,Traded Sectors,East Asia,0,,0,0,sewing machines,Ningbo Cixing,new,chairman,2003,,knitting machines,,,http://www.ci-xing.com/cn/about_1.asp?iid=368,http://www.forbes.com/profile/sun-pingfan/,,
2014,Surin Upatkoon,1284,Thailand,THA,1.3,self-made,executive,male,64,Media,Non-Traded Sectors,East Asia,0,,0,0,telecom,InTouch,new,owner,1983,,telecoms/lotteries/insurance,,,http://www.forbes.com/profile/surin-upatkoon/,http://www.intouchcompany.com/as_milestone_en.asp,,
2014,Thomas Sandell,1284,Sweden,SWE,1.3,self-made,self-made finance,male,53,Hedge funds,Financial,Europe,1,,1,0,hedge funds,Sandell Asset Management Corp,new,founder,1988,,hedge funds,,,http://en.wikipedia.org/wiki/Thomas_Sandell,"$8M to settle short-sale charges Newsday (New York) October 11, 2007 Thursday",,
2014,Vadim Moshkovich,1284,Russia,RUS,1.3,self-made,privatized and resources,male,46,Consumer,Traded Sectors,Europe,0,1,1,0,aigriculture,Rusagro,new,founder,1995,,"agriculture, development","senator, seat on federation council and various dubious businesses",,http://www.forbes.com/profile/vadim-moshkovich/,http://www.rusagrogroup.ru/about-us/,http://www.businessinsider.com/sweets-for-my-sweet-sugar-for-my-honey--vadim-moshkovich-helps-himself--is-rusagro-fairy-floss-or-dross-2011-4,
2014,Vladimir Gruzdev,1284,Russia,RUS,1.3,self-made,self-made finance,male,47,Diversified financial,Financial,Europe,0,,1,0,retail,The Seventh Continent,new,founder,1993,,investments,,,http://en.wikipedia.org/wiki/Vladimir_Gruzdev,http://www.nbcnews.com/id/20575522/ns/technology_and_science-space/t/russian-tycoon-explorer-may-go-space/#.VrUD_BgrIdU,,
2014,Walter Frey,1284,Switzerland,CHE,1.3,inherited,inherited,male,70,"Retail, Restaurant",Non-Traded Sectors,Europe,1,,0,inherited from father,automotives,Emil Frey Group,new,relation,1926,,Emil Frey Group,inherited from father,,http://www.forbes.com/profile/walter-frey/,,,
2014,Wang Wenjing,1284,China,CHN,1.3,self-made,founder non-finance,male,49,Technology-Computer,New Sectors,East Asia,0,,0,0,software,Yonyou Software,new,chairman,1988,,software,,,http://www.forbes.com/profile/wang-wenjing/,http://en.wikipedia.org/wiki/Yonyou,http://www.bloomberg.com/bw/stories/2002-07-07/wang-wenjing,
2014,Werner Voigt,1284,Brazil,BRA,1.3,self-made,founder non-finance,male,84,Non-consumer industrial,Traded Sectors,Latin America,0,,1,0,electronics,WEG,new,founder,1961,,industrial machinery,,,http://www.weg.net/us/About-WEG/History/The-Founders/Eggon-Joao-da-Silva,,,
2014,Zelimkhan Mutsoev,1284,Russia,RUS,1.3,self-made,executive,male,54,Consumer,Traded Sectors,Europe,0,,0,0,real estate,Regions Group,new,owner,2004,,"fertilizers, real estate",,,http://www.forbes.com/profile/zelimkhan-mutsoev/,http://regionsgroup.ru/en/about1/,,
2014,Kim Jung-Ju,1355,South Korea,KOR,1.3,self-made,founder non-finance,male,46,Technology-Computer,New Sectors,East Asia,1,,1,0,online gaming,Nexon,new,founder,1994,,online games,,,http://www.forbes.com/profile/kim-jung-ju/,http://en.wikipedia.org/wiki/Nexon_Co._Ltd.,https://www.crunchbase.com/person/jung-ju-kim,
2014,Allan Slaight,1356,Canada,CAN,1.3,self-made,executive,male,81,Media,Non-Traded Sectors,North America,1,,0,0,broadcasting,Slaight Communications,aquired,owner,1971,,broadcasting,,,http://www.forbes.com/profile/allan-slaight/,http://en.wikipedia.org/wiki/Slaight_Communications,,
2014,Anas Sefrioui,1356,Morocco,MAR,1.3,self-made,self-made finance,male,56,Real Estate,Financial,Middle East/North Africa,0,,1,0,real estate,Douja Promotion Groupe Addoha,new,founder,1988,,real estate,made first billion building public house units,,http://en.wikipedia.org/wiki/Anas_Sefrioui,http://www.forbes.com/sites/mfonobongnsehe/2012/05/10/african-billionaire-to-watch-anas-sefrioui/,,
2014,Ashwin Dani,1356,India,IND,1.3,inherited,inherited,male,71,Consumer,Traded Sectors,South Asia,0,,0,inherited from father,paint,Asian Paints,new,relation,1942,,paints,inherited from father,,http://www.forbes.com/profile/ashwin-dani/,,,
2014,Bassam Alghanim,1356,Kuwait,KWT,1.3,inherited,inherited,male,62,Diversified financial,Financial,Middle East/North Africa,0,,0,inherited from father,diversified investments,Alghanim Industries,new,relation,1932,,diversified,inherited company stake from father,,http://www.forbes.com/profile/bassam-alghanim/,http://en.wikipedia.org/wiki/Alghanim_Industries,"One undaunted clan is 'waiting for nobody' USA TODAY May 9, 1991, Thursday, FINAL EDITION",
2014,Chen Lip Keong,1356,Malaysia,MYS,1.3,self-made,privatized and resources,male,66,Real Estate,Financial,East Asia,0,1,1,0,casinos,NagaCorp,new,founder,1995,,casinos,"has monopoly on gambling in Phnom Phen, serves (served?) as econ advisor to PM of cambodia",,http://www.forbes.com/profile/chen-lip-keong/,http://www.nagacorp.com/eng/business/nagaworld.php,http://www.forbes.com/lists/2009/84/malaysia-09_Chen-Lip-Keong_FM4Z.html,
2014,Chung Yong-Jin,1356,South Korea,KOR,1.3,inherited,inherited,male,45,"Retail, Restaurant",Non-Traded Sectors,East Asia,1,,0,Third generation,retail,Shinsegae Group,subsidiary,relation,1930,,Shinsegae,"originally part of Samsung, 3rd generation",mother is chair of group,http://www.forbes.com/profile/chung-yong-jin/,http://en.wikipedia.org/wiki/Shinsegae,,
2014,"Daniel Harrison, III.",1356,United States,USA,1.3,inherited,inherited,male,66,Energy,Resource Related,North America,1,,0,Third generation,oil and gas,Shell Oil,new,relation,1921,,oil and gas,3rd generation,,http://www.forbes.com/profile/daniel-harrison-iii/,http://02db39d.netsolhost.com/citizens/whoswho/business/history28hof.htm,,
2014,David Harding,1356,United Kingdom,GBR,1.3,self-made,self-made finance,male,52,Money Management,Financial,Europe,1,,1,0,investment mangagment,Winton Capital Management,new,founder,1997,,finance,,,http://en.wikipedia.org/wiki/David_Harding_(finance),http://www.independent.co.uk/news/uk/home-news/the-business-elite-who-prove-that-you-can-be-rich-and-play-fair-8166711.html,,
2014,Huang Yi,1356,Hong Kong,HKG,1.3,self-made,founder non-finance,male,52,"Retail, Restaurant",Non-Traded Sectors,East Asia,0,,1,0,automobile dealers,Zhongsheng Group,new,founder,1998,,auto distribution,,,http://www.forbes.com/profile/huang-yi-1/,,,
2014,Hubert d'Ornano,1356,France,FRA,1.3,self-made,founder non-finance,male,87,Consumer,Traded Sectors,Europe,1,,1,0,cosmetics,Sisley Cosmetics,new,founder,1976,,cosmetics,son of Lancome cofounder,,http://www.forbes.com/profile/hubert-dornano/,http://thewindow.barneys.com/hubert-d-ornano-sisley-paris/,,
2014,Konstantin Grigorishin,1356,Russia,RUS,1.3,self-made,privatized and resources,male,48,Energy,Resource Related,Europe,0,,1,0,power engineering,Energy Standard Group,new,founder,1990,,power engineering,,,http://www.forbes.com/profile/konstantin-grigorishin/,http://www.bloomberg.com/research/stocks/private/person.asp?personId=29826058&privcapId=29780847&previousCapId=29780847&previousTitle=Energy%20Standard%20Group%20SA,,
2014,Kutayba Alghanim,1356,Kuwait,KWT,1.3,inherited,inherited,male,68,Diversified financial,Financial,Middle East/North Africa,0,,0,inherited from father,diversified investments,Alghanim Industries,new,relation,1932,,diversified,inherited company stake from father,,http://www.forbes.com/profile/bassam-alghanim/,http://en.wikipedia.org/wiki/Alghanim_Industries,,
2014,Seth Klarman,1356,United States,USA,1.3,self-made,self-made finance,male,56,Diversified financial,Financial,North America,1,,1,0,investment mangagment,Baupost Group,new,founder,1982,,investments,,,http://en.wikipedia.org/wiki/Seth_Klarman,http://www.businessinsider.com/seth-klarman-on-what-makes-a-great-investor-2016-1,,
2014,Soichiro Fukutake,1356,Japan,JPN,1.3,inherited,inherited,male,68,Other,0,East Asia,1,,0,inherited from father,publishing,Benesse Corporation,new,relation,1955,,education,inherited from father,,http://en.wikipedia.org/wiki/Soichiro_Fukutake,http://en.wikipedia.org/wiki/Benesse_Corporation,,
2014,Wei Shaojun,1356,China,CHN,1.3,self-made,self-made finance,male,51,Real Estate,Financial,East Asia,0,,1,0,real estate,Longjitaihe,new,founder,1995,,real estate,,,http://www.ljth.com/index.php/Index/index/t/en,,,
2014,Yusaku Maezawa,1356,Japan,JPN,1.3,self-made,founder non-finance,male,38,Technology-Computer,New Sectors,East Asia,1,,1,0,e-commerce,Zozotown,new,founder,2004,,online retail,,,http://en.wikipedia.org/wiki/Yusaku_Maezawa,,,
2014,Abdulsamad Rabiu,1372,Nigeria,NGA,1.2,self-made,founder non-finance,male,54,Consumer,Traded Sectors,Sub-Saharan Africa,0,,1,0,"sugar, flour, cement",BUA Group,new,founder,1988,,"sugar, flour, cement",,,http://www.forbes.com/profile/abdulsamad-rabiu/,http://www.bloomberg.com/research/stocks/private/person.asp?personId=52999267&privcapId=48855459,,
2014,Ahmet Nazif Zorlu,1372,Turkey,TUR,1.2,self-made,self-made finance,male,69,Diversified financial,Financial,Middle East/North Africa,0,,1,0,textiles,Zorlu Holding,new,founder,1953,,diversified,,,http://www.forbes.com/profile/ahmet-nazif-zorlu/,http://www.zorlu.com/EN/ZORLU/zor_kurucumuz.asp,http://www.bloomberg.com/bw/stories/2003-07-06/ahmet-nazif-zorlu,
2014,Alberto Bombassei,1372,Italy,ITA,1.2,self-made,executive,male,73,Consumer,Traded Sectors,Europe,1,,0,0,braking systems,Brembo SpA,new,relation,1961,,automotive brakes,father founded workshop but son has been involved since beginning,,http://it.wikipedia.org/wiki/Alberto_Bombassei,http://it.wikipedia.org/wiki/Brembo_(azienda),http://www.forbes.com/profile/alberto-bombassei/,
2014,Alberto Roemmers,1372,Argentina,ARG,1.2,inherited,inherited,male,56,Technology-Medical,New Sectors,Latin America,0,,0,inherited from father,pharmaceuticals,Laboratorios Roemmers,new,relation,1921,,pharmaceuticals,inherited from father,,http://www.forbes.com/profile/alberto-roemmers/,,,
2014,Alexander Putilov,1372,Russia,RUS,1.2,self-made,privatized and resources,male,61,Energy,Resource Related,Europe,0,,0,0,oil,Eurasia Drilling Company,subsidiary,owner,1991,,oil,,,http://en.wikipedia.org/wiki/Alexander_Putilov,http://en.wikipedia.org/wiki/LUKOIL,http://www.forbes.com/profile/alexander-putilov/,
2014,Andrei Filatov,1372,Russia,RUS,1.2,self-made,self-made finance,male,42,Real Estate,Financial,Europe,0,,1,0,infrastructure,N-Trans,new,founder,1996,,"ports, railway transport",,,http://en.wikipedia.org/wiki/Andrey_Filatov,http://www.forbes.com/profile/andrei-filatov/,http://www.ft.com/intl/cms/s/0/edc6234e-fb69-11e1-b5d0-00144feabdc0.html#axzz3zJfXXAkC,
2014,Asok Kumar Hiranandani,1372,Singapore,SGP,1.2,inherited,inherited,male,59,Real Estate,Financial,East Asia,0,,0,inherited from father,real estate,Royal Group Holdings,new,relation,1947,,real estate,inherited from family,,http://www.forbes.com/profile/raj-kumar-kishin-rk/,http://www.royalbrothers.com/index.php?fx=corporate-history,,
2014,Ayman Hariri,1372,Lebanon,LBN,1.2,inherited,inherited,male,35,Constrution,Non-Traded Sectors,Middle East/North Africa,0,,0,inherited from father,construction,Saudi Oger,aquired,relation,1978,,"construction, investments",inherited from father,,http://en.wikipedia.org/wiki/Rafik_Hariri,http://en.wikipedia.org/wiki/Saudi_Oger,"Hariri son takes up political reins in Lebanon The Irish Times May 31, 2005",
2014,Benedicta Chamberlain,1372,United Kingdom,GBR,1.2,inherited,inherited,female,70,Consumer,Traded Sectors,Europe,1,,0,spouse or widow,alcohol,William Grant and Sons,new,relation,1887,,alcohol,"listed as heir, possibly husband's fortune",,http://www.forbes.com/profile/benedicta-chamberlain/,http://en.wikipedia.org/wiki/William_Grant_%26_Sons,,
2014,Brian Roberts,1372,United States,USA,1.2,inherited,inherited,male,54,Media,Non-Traded Sectors,North America,1,,0,inherited from father,media,Comcast,new,relation,1969,,Comcast,inherited from father,,http://en.wikipedia.org/wiki/Brian_L._Roberts,http://en.wikipedia.org/wiki/Comcast#History,http://www.forbes.com/profile/brian-roberts/,
2014,Carol Jenkins Barnett,1372,United States,USA,1.2,inherited,inherited,female,57,"Retail, Restaurant",Non-Traded Sectors,North America,1,,0,inherited from father,groceries,Publix Super Markets,new,relation,1930,,Publix supermarkets,inherited from father,"chair of company, has male siblings",http://www.forbes.com/profile/carol-jenkins-barnett/,http://en.wikipedia.org/wiki/George_W._Jenkins,,
2014,Cho Tak Wong,1372,Hong Kong,HKG,1.2,self-made,executive,male,67,Consumer,Traded Sectors,East Asia,0,,0,0,auto glass,Fuyao Glass Industry Group,new,CEO,1987,,auto parts,,,http://www.forbes.com/profile/cho-tak-wong/,http://www.fuyaogroup.com/en/,,
2014,Cho Yang-Rai,1372,South Korea,KOR,1.2,inherited,inherited,male,76,Consumer,Traded Sectors,East Asia,1,,0,inherited from father,tire manufacturing,Hankook Tire,new,relation,1941,,tires,inherited from father,,http://www.forbes.com/profile/cho-yang-rai/,,,
2014,Claude Dauphin,1372,France,FRA,1.2,self-made,privatized and resources,male,63,Mining and metals,Resource Related,Europe,1,,1,0,commodity trading,Trafigura Beheer BV,new,founder,1993,,commodities,"known for role in 2006 Cote d'Ivoire toxic waste dump,  imprisoned for 5 months in the country",,http://en.wikipedia.org/wiki/Claude_Dauphin_(businessman),http://www.bloomberg.com/news/articles/2015-09-30/trafigura-founder-claude-dauphin-dies-after-battle-with-cancer,,
2014,Dan Snyder,1372,United States,USA,1.2,self-made,founder non-finance,male,49,Other,0,North America,1,,1,0,advertising,Snyder Communications,new,founder,1988,,Washington Redskins,,,http://en.wikipedia.org/wiki/Daniel_Snyder,http://www.forbes.com/profile/dan-snyder/,https://www.washingtonpost.com/sports/a-different-vibe-from-redskins-owner-daniel-snyder/2016/01/14/624813d4-baf8-11e5-99f3-184bc379b12d_story.html,
2014,David Yakobashvili,1372,Russia,RUS,1.2,self-made,privatized and resources,male,57,Energy,Resource Related,Europe,0,,0,0,dairy,Wimm-Bill-Dann,new,owner,1992,,"oil, real estate",,,http://en.wikipedia.org/wiki/Wimm-Bill-Dann,http://www.forbes.com/profile/david-yakobashvili/,"Domestic foods the main fare in Russia's supermarket revolution The Globe and Mail (Canada) March 5, 2001 Monday",
2014,Denise York,1372,United States,USA,1.2,inherited,inherited,female,63,0,0,North America,1,,0,inherited from father,real estate,The DeBartolo Corporation,new,relation,1944,,San Francisco 49ers,inherited from father,"co-chair of corporation before its selloff, has one brother",http://en.wikipedia.org/wiki/Denise_DeBartolo_York,http://en.wikipedia.org/wiki/The_DeBartolo_Corporation#Adult_life_and_career,http://www.nytimes.com/1994/12/20/obituaries/edward-j-debartolo-developer-85-is-dead.html,
2014,Donald Hall,1372,United States,USA,1.2,inherited,inherited,male,85,"Retail, Restaurant",Non-Traded Sectors,North America,1,,0,inherited from father,greeting cards,Hallmark Cards,new,relation,1910,,Hallmark,inherited from father,,http://www.forbes.com/profile/donald-hall/,,,
2014,Dorothea Steinbruch,1372,Brazil,BRA,1.2,inherited,inherited,female,,Non-consumer industrial,Resource Related,Latin America,0,,0,spouse or widow,steel,Vicuna Group,new,relation,1967,,steel,widow,,http://pt.wikipedia.org/wiki/Doroth%C3%A9a_Steinbruch,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=681057,,
2014,Douglas Hsu,1372,Taiwan,Taiwan,1.2,inherited,inherited,male,71,Diversified financial,Financial,East Asia,0,,0,inherited from father,textiles,Far Eastern Group,new,relation,1940,,diversified,inherited from father,,http://www.forbes.com/profile/douglas-hsu/,http://www.feg.com.tw/en/about/leader.aspx,,
